title,token_count,arxiv_id,category,categories,query_field,published_date,collection_timestamp
Optimization of Beyond Diagonal RIS: A Universal Framework Applicable to Arbitrary Architectures,366,2412.15965v1,eess.SP,"eess.SP,cs.IT,math.IT,math.OC",artificial intelligence,2024-12-20,2024-12-23T21:06:22.926694
From General to Specific: Tailoring Large Language Models for Personalized Healthcare,239,2412.15957v1,cs.CL,"cs.CL,cs.AI,cs.IR",artificial intelligence,2024-12-20,2024-12-23T21:06:22.927692
Trust Calibration in IDEs: Paving the Way for Widespread Adoption of AI Refactoring,201,2412.15948v1,cs.SE,"cs.SE,cs.AI,cs.HC",artificial intelligence,2024-12-20,2024-12-23T21:06:22.927692
pyRheo: An open-source Python package for complex rheology,198,2412.15941v1,cond-mat.soft,cond-mat.soft,artificial intelligence,2024-12-20,2024-12-23T21:06:22.928688
Reframing Image Difference Captioning with BLIP2IDC and Synthetic Augmentation,244,2412.15939v1,cs.CV,"cs.CV,cs.AI",artificial intelligence,2024-12-20,2024-12-23T21:06:22.929686
Watertox: The Art of Simplicity in Universal Attacks A Cross-Model Framework for Robust Adversarial Generation,205,2412.15924v1,cs.CV,"cs.CV,cs.AI,cs.CR",artificial intelligence,2024-12-20,2024-12-23T21:06:22.929686
Less is More: Towards Green Code Large Language Models via Unified Structural Pruning,294,2412.15921v1,cs.SE,"cs.SE,cs.AI",artificial intelligence,2024-12-20,2024-12-23T21:06:22.930683
Speedup Techniques for Switchable Temporal Plan Graph Optimization,220,2412.15908v1,cs.MA,"cs.MA,cs.AI,cs.RO",artificial intelligence,2024-12-20,2024-12-23T21:06:22.931682
Development of a Large-scale Dataset of Chest Computed Tomography Reports in Japanese and a High-performance Finding Classification Model,398,2412.15907v1,cs.CL,"cs.CL,cs.AI",artificial intelligence,2024-12-20,2024-12-23T21:06:22.932679
What Are Step-Level Reward Models Rewarding? Counterintuitive Findings from MCTS-Boosted Mathematical Reasoning,253,2412.15904v1,cs.AI,"cs.AI,cs.LG",artificial intelligence,2024-12-20,2024-12-23T21:06:22.932679
On the Suitability of pre-trained foundational LLMs for Analysis in German Legal Education,183,2412.15902v1,cs.CL,"cs.CL,cs.AI",artificial intelligence,2024-12-20,2024-12-23T21:06:22.933677
"TelcoLM: collecting data, adapting, and benchmarking language models for the telecommunication domain",200,2412.15891v1,cs.CL,"cs.CL,cs.AI",artificial intelligence,2024-12-20,2024-12-23T21:06:22.933677
Approximate State Abstraction for Markov Games,232,2412.15877v1,cs.GT,"cs.GT,cs.AI,cs.MA",artificial intelligence,2024-12-20,2024-12-23T21:06:22.934673
AI-in-the-loop: The future of biomedical visual analytics applications in the era of AI,282,2412.15876v1,cs.HC,"cs.HC,cs.AI,cs.GR,68U01,H.1.2; H.5.2; I.3.6; I.2.1; J.3; D.2.0",artificial intelligence,2024-12-20,2024-12-23T21:06:22.935671
Align Anything: Training All-Modality Models to Follow Instructions with Language Feedback,399,2412.15838v1,cs.AI,"cs.AI,cs.CL",artificial intelligence,2024-12-20,2024-12-23T21:06:22.936668
Traffic-Rule-Compliant Trajectory Repair via Satisfiability Modulo Theories and Reachability Analysis,146,2412.15837v1,cs.RO,"cs.RO,cs.AI",artificial intelligence,2024-12-20,2024-12-23T21:06:22.936668
AIFS-CRPS: Ensemble forecasting using a model trained with a loss function based on the Continuous Ranked Probability Score,282,2412.15832v1,physics.ao-ph,physics.ao-ph,artificial intelligence,2024-12-20,2024-12-23T21:06:22.937665
S$^2$DN: Learning to Denoise Unconvincing Knowledge for Inductive Knowledge Graph Completion,265,2412.15822v1,cs.LG,"cs.LG,cs.AI,cs.CL",artificial intelligence,2024-12-20,2024-12-23T21:06:22.938663
$π$-yalli: un nouveau corpus pour le nahuatl,195,2412.15821v1,cs.CL,"cs.CL,cs.AI",artificial intelligence,2024-12-20,2024-12-23T21:06:22.938663
WebLLM: A High-Performance In-Browser LLM Inference Engine,291,2412.15803v1,cs.LG,"cs.LG,cs.AI",artificial intelligence,2024-12-20,2024-12-23T21:06:22.939660
Bi-directional Mapping of Morphology Metrics and 3D City Blocks for Enhanced Characterization and Generation of Urban Form,321,2412.15801v1,cs.CE,"cs.CE,cs.AI",artificial intelligence,2024-12-20,2024-12-23T21:06:22.940657
GraphSeqLM: A Unified Graph Language Framework for Omic Graph Learning,192,2412.15790v1,q-bio.QM,"q-bio.QM,cs.AI,cs.LG",artificial intelligence,2024-12-20,2024-12-23T21:06:22.940657
AI Apology: A Critical Review of Apology in AI Systems,222,2412.15787v1,cs.CY,cs.CY,artificial intelligence,2024-12-20,2024-12-23T21:06:22.941655
Linguistic Features Extracted by GPT-4 Improve Alzheimer's Disease Detection based on Spontaneous Speech,206,2412.15772v1,cs.CL,"cs.CL,cs.AI",artificial intelligence,2024-12-20,2024-12-23T21:06:22.942653
Critique of Impure Reason: Unveiling the reasoning behaviour of medical Large Language Models,216,2412.15748v1,cs.CL,"cs.CL,cs.AI,cs.LG",artificial intelligence,2024-12-20,2024-12-23T21:06:22.943650
Prompt-based Unifying Inference Attack on Graph Neural Networks,283,2412.15735v1,cs.LG,cs.LG,artificial intelligence,2024-12-20,2024-12-23T21:06:22.943650
The Role of Recurrency in Image Segmentation for Noisy and Limited Sample Settings,254,2412.15734v1,cs.CV,"cs.CV,cs.LG",artificial intelligence,2024-12-20,2024-12-23T21:06:22.944647
fluke: Federated Learning Utility frameworK for Experimentation and research,160,2412.15728v1,cs.LG,"cs.LG,cs.AI",artificial intelligence,2024-12-20,2024-12-23T21:06:22.944647
Personalized Representation from Personalized Generation,211,2412.16156v1,cs.CV,"cs.CV,cs.LG",machine learning,2024-12-20,2024-12-23T21:06:23.902262
MotiF: Making Text Count in Image Animation with Motion Focal Loss,263,2412.16153v1,cs.CV,"cs.CV,cs.AI",machine learning,2024-12-20,2024-12-23T21:06:23.903259
SeagrassFinder: Deep Learning for Eelgrass Detection and Coverage Estimation in the Wild,309,2412.16147v1,cs.CV,cs.CV,machine learning,2024-12-20,2024-12-23T21:06:23.904257
Offline Reinforcement Learning for LLM Multi-Step Reasoning,288,2412.16145v1,cs.LG,"cs.LG,cs.AI,cs.CL",machine learning,2024-12-20,2024-12-23T21:06:23.904257
FedGAT: A Privacy-Preserving Federated Approximation Algorithm for Graph Attention Networks,308,2412.16144v1,cs.LG,"cs.LG,cs.DC",machine learning,2024-12-20,2024-12-23T21:06:23.905254
EF-Net: A Deep Learning Approach Combining Word Embeddings and Feature Fusion for Patient Disposition Analysis,245,2412.16134v1,cs.LG,cs.LG,machine learning,2024-12-20,2024-12-23T21:06:23.906251
LEDA: Log-Euclidean Diffeomorphic Autoencoder for Efficient Statistical Analysis of Diffeomorphism,271,2412.16129v1,cs.CV,"cs.CV,cs.LG",machine learning,2024-12-20,2024-12-23T21:06:23.907248
PromptOptMe: Error-Aware Prompt Compression for LLM-based MT Evaluation Metrics,226,2412.16120v1,cs.CL,cs.CL,machine learning,2024-12-20,2024-12-23T21:06:23.907248
Deciphering the Underserved: Benchmarking LLM OCR for Low-Resource Scripts,164,2412.16119v1,cs.LG,"cs.LG,cs.CV,eess.IV",machine learning,2024-12-20,2024-12-23T21:06:23.908246
Convolutional Deep Operator Networks for Learning Nonlinear Focused Ultrasound Wave Propagation in Heterogeneous Spinal Cord Anatomy,328,2412.16118v1,physics.med-ph,"physics.med-ph,cs.AI",machine learning,2024-12-20,2024-12-23T21:06:23.909244
Weighted nonlocal operators and their applications in labeled learning,136,2412.16109v1,math.AP,math.AP,machine learning,2024-12-20,2024-12-23T21:06:23.909244
Explainable AI for Multivariate Time Series Pattern Exploration: Latent Space Visual Analytics with Time Fusion Transformer and Variational Autoencoders in Power Grid Event Diagnosis,349,2412.16098v1,cs.LG,"cs.LG,cs.AI",machine learning,2024-12-20,2024-12-23T21:06:23.910241
Towards Interpretable Radiology Report Generation via Concept Bottlenecks using a Multi-Agentic RAG,202,2412.16086v1,cs.IR,"cs.IR,cs.AI,cs.CL,cs.CV,eess.IV",machine learning,2024-12-20,2024-12-23T21:06:23.911238
Chiral phase-imaging meta-sensors,201,2412.16084v1,physics.optics,physics.optics,machine learning,2024-12-20,2024-12-23T21:06:23.911238
Differentially Private Federated Learning of Diffusion Models for Synthetic Tabular Data Generation,186,2412.16083v1,cs.LG,"cs.LG,q-fin.ST",machine learning,2024-12-20,2024-12-23T21:06:23.912235
Fair Distributed Machine Learning with Imbalanced Data as a Stackelberg Evolutionary Game,250,2412.16079v1,cs.LG,"cs.LG,cs.CV,cs.GT,cs.NE",machine learning,2024-12-20,2024-12-23T21:06:23.913232
Formal Mathematical Reasoning: A New Frontier in AI,249,2412.16075v1,cs.AI,"cs.AI,cs.LG,cs.LO",machine learning,2024-12-20,2024-12-23T21:06:23.913232
Motif Caller: Sequence Reconstruction for Motif-Based DNA Storage,295,2412.16074v1,cs.OH,"cs.OH,q-bio.GN",machine learning,2024-12-20,2024-12-23T21:06:23.914230
On the Impact of 3D Visualization of Repository Metrics in Software Engineering Education,243,2412.16061v1,cs.CY,"cs.CY,cs.SE",machine learning,2024-12-20,2024-12-23T21:06:23.915227
SAT Solving for Variants of First-Order Subsumption,331,2412.16058v1,cs.LO,cs.LO,machine learning,2024-12-20,2024-12-23T21:06:23.916224
Label-Efficient Data Augmentation with Video Diffusion Models for Guidewire Segmentation in Cardiac Fluoroscopy,247,2412.16050v1,cs.CV,"cs.CV,cs.AI",machine learning,2024-12-20,2024-12-23T21:06:23.916224
Segmentation of arbitrary features in very high resolution remote sensing imagery,264,2412.16046v1,cs.CV,cs.CV,machine learning,2024-12-20,2024-12-23T21:06:23.917222
Designing Visual Explanations and Learner Controls to Engage Adolescents in AI-Supported Exercise Selection,260,2412.16034v1,cs.HC,cs.HC,machine learning,2024-12-20,2024-12-23T21:06:23.918219
A Framework for Streaming Event-Log Prediction in Business Processes,173,2412.16032v1,cs.AI,"cs.AI,cs.LG",machine learning,2024-12-20,2024-12-23T21:06:23.918219
Learning sparsity-promoting regularizers for linear inverse problems,181,2412.16031v1,stat.ML,"stat.ML,cs.LG,math.ST,stat.TH,65J22, 68T05",machine learning,2024-12-20,2024-12-23T21:06:23.919217
Detection of Aerial Spoofing Attacks to LEO Satellite Systems via Deep Learning,276,2412.16008v1,cs.CR,cs.CR,machine learning,2024-12-20,2024-12-23T21:06:23.920214
Choose Your Explanation: A Comparison of SHAP and GradCAM in Human Activity Recognition,315,2412.16003v1,cs.LG,"cs.LG,cs.AI",machine learning,2024-12-20,2024-12-23T21:06:23.920214
CNN-LSTM Hybrid Deep Learning Model for Remaining Useful Life Estimation,281,2412.15998v1,cs.LG,"cs.LG,cs.AI",machine learning,2024-12-20,2024-12-23T21:06:23.921211
Data-Centric Improvements for Enhancing Multi-Modal Understanding in Spoken Conversation Modeling,187,2412.15995v1,cs.CL,"cs.CL,cs.AI,cs.SD,eess.AS",machine learning,2024-12-20,2024-12-23T21:06:23.922208
APIRL: Deep Reinforcement Learning for REST API Fuzzing,218,2412.15991v1,cs.SE,"cs.SE,cs.AI,cs.NI",machine learning,2024-12-20,2024-12-23T21:06:23.922208
Never Reset Again: A Mathematical Framework for Continual Inference in Recurrent Neural Networks,178,2412.15983v1,cs.LG,"cs.LG,cs.AI",machine learning,2024-12-20,2024-12-23T21:06:23.923206
iRadar: Synthesizing Millimeter-Waves from Wearable Inertial Inputs for Human Gesture Sensing,284,2412.15980v1,cs.HC,cs.HC,machine learning,2024-12-20,2024-12-23T21:06:23.924203
MR-GDINO: Efficient Open-World Continual Object Detection,243,2412.15979v1,cs.CV,cs.CV,machine learning,2024-12-20,2024-12-23T21:06:23.924203
Active Flow Control for Bluff Body under High Reynolds Number Turbulent Flow Conditions Using Deep Reinforcement Learning,315,2412.15975v1,physics.flu-dyn,physics.flu-dyn,machine learning,2024-12-20,2024-12-23T21:06:23.925200
actifpTM: a refined confidence metric of AlphaFold2 predictions involving flexible regions,201,2412.15970v1,q-bio.QM,q-bio.QM,machine learning,2024-12-20,2024-12-23T21:06:23.926198
Self-Supervised Radiograph Anatomical Region Classification -- How Clean Is Your Real-World Data?,282,2412.15967v1,cs.CV,"cs.CV,cs.AI",machine learning,2024-12-20,2024-12-23T21:06:23.926198
Monkey Transfer Learning Can Improve Human Pose Estimation,226,2412.15966v1,cs.CV,cs.CV,machine learning,2024-12-20,2024-12-23T21:06:23.927195
What shall we learn from a future supernova?,84,2412.15964v1,astro-ph.SR,"astro-ph.SR,astro-ph.HE,hep-ph",machine learning,2024-12-20,2024-12-23T21:06:23.927195
From General to Specific: Tailoring Large Language Models for Personalized Healthcare,239,2412.15957v1,cs.CL,"cs.CL,cs.AI,cs.IR",machine learning,2024-12-20,2024-12-23T21:06:23.928192
Black-Box Uniform Stability for Non-Euclidean Empirical Risk Minimization,158,2412.15956v1,cs.LG,"cs.LG,math.OC,stat.ML,68Q32, 90C25,G.1.6; I.2.6",machine learning,2024-12-20,2024-12-23T21:06:23.928192
Mamba-based Deep Learning Approaches for Sleep Staging on a Wireless Multimodal Wearable System without Electroencephalography,419,2412.15947v1,q-bio.QM,"q-bio.QM,cs.LG",machine learning,2024-12-20,2024-12-23T21:06:23.929190
pyRheo: An open-source Python package for complex rheology,198,2412.15941v1,cond-mat.soft,cond-mat.soft,machine learning,2024-12-20,2024-12-23T21:06:23.930187
RiTTA: Modeling Event Relations in Text-to-Audio Generation,193,2412.15922v1,cs.LG,"cs.LG,cs.SD,eess.AS",machine learning,2024-12-20,2024-12-23T21:06:23.930187
Data Preparation for Fairness-Performance Trade-Offs: A Practitioner-Friendly Alternative?,209,2412.15920v1,cs.SE,"cs.SE,cs.LG",machine learning,2024-12-20,2024-12-23T21:06:23.931184
Self-supervised Spatial-Temporal Learner for Precipitation Nowcasting,242,2412.15917v1,cs.LG,cs.LG,machine learning,2024-12-20,2024-12-23T21:06:23.932182
Kernel shape renormalization explains output-output correlations in finite Bayesian one-hidden-layer networks,228,2412.15911v1,cond-mat.dis-nn,cond-mat.dis-nn,machine learning,2024-12-20,2024-12-23T21:06:23.932182
CCNDF: Curvature Constrained Neural Distance Fields from 3D LiDAR Sequences,222,2412.15909v1,cs.CV,"cs.CV,cs.GR",machine learning,2024-12-20,2024-12-23T21:06:23.933179
Development of a Large-scale Dataset of Chest Computed Tomography Reports in Japanese and a High-performance Finding Classification Model,398,2412.15907v1,cs.CL,"cs.CL,cs.AI",machine learning,2024-12-20,2024-12-23T21:06:23.934178
What Are Step-Level Reward Models Rewarding? Counterintuitive Findings from MCTS-Boosted Mathematical Reasoning,253,2412.15904v1,cs.AI,"cs.AI,cs.LG",machine learning,2024-12-20,2024-12-23T21:06:23.935175
A Thorough Investigation into the Application of Deep CNN for Enhancing Natural Language Processing Capabilities,160,2412.15900v1,cs.CL,cs.CL,machine learning,2024-12-20,2024-12-23T21:06:23.935175
HoVLE: Unleashing the Power of Monolithic Vision-Language Models with Holistic Vision-Language Embedding,362,2412.16158v1,cs.CV,cs.CV,computer vision,2024-12-20,2024-12-23T21:06:24.826436
Personalized Representation from Personalized Generation,211,2412.16156v1,cs.CV,"cs.CV,cs.LG",computer vision,2024-12-20,2024-12-23T21:06:24.827433
Can Generative Video Models Help Pose Estimation?,271,2412.16155v1,cs.CV,cs.CV,computer vision,2024-12-20,2024-12-23T21:06:24.827433
MotiF: Making Text Count in Image Animation with Motion Focal Loss,263,2412.16153v1,cs.CV,"cs.CV,cs.AI",computer vision,2024-12-20,2024-12-23T21:06:24.828430
Frequency Is What You Need: Word-frequency Masking Benefits Vision-Language Model Pre-training,183,2412.16148v1,cs.CV,cs.CV,computer vision,2024-12-20,2024-12-23T21:06:24.829427
SeagrassFinder: Deep Learning for Eelgrass Detection and Coverage Estimation in the Wild,309,2412.16147v1,cs.CV,cs.CV,computer vision,2024-12-20,2024-12-23T21:06:24.829427
Mamba2D: A Natively Multi-Dimensional State-Space Model for Vision Tasks,207,2412.16146v1,cs.CV,cs.CV,computer vision,2024-12-20,2024-12-23T21:06:24.830425
Offline Reinforcement Learning for LLM Multi-Step Reasoning,288,2412.16145v1,cs.LG,"cs.LG,cs.AI,cs.CL",computer vision,2024-12-20,2024-12-23T21:06:24.831422
FedGAT: A Privacy-Preserving Federated Approximation Algorithm for Graph Attention Networks,308,2412.16144v1,cs.LG,"cs.LG,cs.DC",computer vision,2024-12-20,2024-12-23T21:06:24.832419
NeRF-To-Real Tester: Neural Radiance Fields as Test Image Generators for Vision of Autonomous Systems,194,2412.16141v1,cs.CV,cs.CV,computer vision,2024-12-20,2024-12-23T21:06:24.832419
Cross-sectional Topology Optimization of Slender Soft Pneumatic Actuators using Genetic Algorithms and Geometrically Exact Beam Models,330,2412.16138v1,cs.RO,"cs.RO,physics.comp-ph",computer vision,2024-12-20,2024-12-23T21:06:24.833417
Camera-Based Localization and Enhanced Normalized Mutual Information,259,2412.16137v1,cs.CV,"cs.CV,eess.SP,stat.AP",computer vision,2024-12-20,2024-12-23T21:06:24.834414
Asymptotic T-duality in three dimensions,234,2412.16136v1,hep-th,"hep-th,gr-qc",computer vision,2024-12-20,2024-12-23T21:06:24.834414
Can LLMs Obfuscate Code? A Systematic Analysis of Large Language Models into Assembly Code Obfuscation,348,2412.16135v1,cs.CR,"cs.CR,cs.AI,cs.CL",computer vision,2024-12-20,2024-12-23T21:06:24.835411
Data-Driven Mechanism Design: Jointly Eliciting Preferences and Information,198,2412.16132v1,econ.TH,"econ.TH,cs.GT",computer vision,2024-12-20,2024-12-23T21:06:24.836410
LEDA: Log-Euclidean Diffeomorphic Autoencoder for Efficient Statistical Analysis of Diffeomorphism,271,2412.16129v1,cs.CV,"cs.CV,cs.LG",computer vision,2024-12-20,2024-12-23T21:06:24.837408
Multi-scale reconstruction of large supply networks,333,2412.16122v1,physics.soc-ph,"physics.soc-ph,econ.GN,q-fin.EC",computer vision,2024-12-20,2024-12-23T21:06:24.838405
PromptOptMe: Error-Aware Prompt Compression for LLM-based MT Evaluation Metrics,226,2412.16120v1,cs.CL,cs.CL,computer vision,2024-12-20,2024-12-23T21:06:24.839402
Deciphering the Underserved: Benchmarking LLM OCR for Low-Resource Scripts,164,2412.16119v1,cs.LG,"cs.LG,cs.CV,eess.IV",computer vision,2024-12-20,2024-12-23T21:06:24.839402
Convolutional Deep Operator Networks for Learning Nonlinear Focused Ultrasound Wave Propagation in Heterogeneous Spinal Cord Anatomy,328,2412.16118v1,physics.med-ph,"physics.med-ph,cs.AI",computer vision,2024-12-20,2024-12-23T21:06:24.840399
PruneVid: Visual Token Pruning for Efficient Video Large Language Models,204,2412.16117v1,cs.CV,cs.CV,computer vision,2024-12-20,2024-12-23T21:06:24.841398
The Content Moderator's Dilemma: Removal of Toxic Content and Distortions to Online Discourse,220,2412.16114v1,cs.SI,cs.SI,computer vision,2024-12-20,2024-12-23T21:06:24.841398
CLEAR: Conv-Like Linearization Revs Pre-Trained Diffusion Transformers Up,308,2412.16112v1,cs.CV,cs.CV,computer vision,2024-12-20,2024-12-23T21:06:24.842394
Demystifying the Potential of ChatGPT-4 Vision for Construction Progress Monitoring,209,2412.16108v1,cs.CV,"cs.CV,cs.AI",computer vision,2024-12-20,2024-12-23T21:06:24.843391
Logical Consistency of Large Language Models in Fact-checking,309,2412.16100v1,cs.CL,cs.CL,computer vision,2024-12-20,2024-12-23T21:06:24.844388
Engineering high-Q superconducting tantalum microwave coplanar waveguide resonators for compact coherent quantum circuits,305,2412.16099v1,quant-ph,"quant-ph,cond-mat.supr-con,cs.SY,eess.SY,physics.app-ph",computer vision,2024-12-20,2024-12-23T21:06:24.844388
Explainable AI for Multivariate Time Series Pattern Exploration: Latent Space Visual Analytics with Time Fusion Transformer and Variational Autoencoders in Power Grid Event Diagnosis,349,2412.16098v1,cs.LG,"cs.LG,cs.AI",computer vision,2024-12-20,2024-12-23T21:06:24.845386
Mixed QCD-EW corrections to the neutral-current Drell-Yan process,127,2412.16095v1,hep-ph,hep-ph,computer vision,2024-12-20,2024-12-23T21:06:24.846383
Spiral waves speed up cell cycle oscillations in the frog cytoplasm,190,2412.16094v1,nlin.PS,"nlin.PS,physics.bio-ph,q-bio.CB",computer vision,2024-12-20,2024-12-23T21:06:24.846383
Social Group Human-Robot Interaction: A Scoping Review of Computational Challenges,185,2412.16093v1,cs.RO,cs.RO,computer vision,2024-12-20,2024-12-23T21:06:24.847380
Sparse Non-Markovian Noise Modeling of Transmon-Based Multi-Qubit Operations,257,2412.16092v1,quant-ph,quant-ph,computer vision,2024-12-20,2024-12-23T21:06:24.848378
Decision algorithms for fragments of real analysis.\ II. A theory of differentiable functions with convexity and concavity predicates,137,2412.16091v1,cs.LO,"cs.LO,03B25, 26A99",computer vision,2024-12-20,2024-12-23T21:06:24.848378
Towards Interpretable Radiology Report Generation via Concept Bottlenecks using a Multi-Agentic RAG,202,2412.16086v1,cs.IR,"cs.IR,cs.AI,cs.CL,cs.CV,eess.IV",computer vision,2024-12-20,2024-12-23T21:06:24.849375
Efficient MedSAMs: Segment Anything in Medical Images on Laptop,213,2412.16085v1,eess.IV,"eess.IV,cs.CV",computer vision,2024-12-20,2024-12-23T21:06:24.849375
Chiral phase-imaging meta-sensors,201,2412.16084v1,physics.optics,physics.optics,computer vision,2024-12-20,2024-12-23T21:06:24.850880
Error-corrected fermionic quantum processors with neutral atoms,272,2412.16081v1,quant-ph,"quant-ph,cond-mat.quant-gas,physics.atom-ph",computer vision,2024-12-20,2024-12-23T21:06:24.850880
Fair Distributed Machine Learning with Imbalanced Data as a Stackelberg Evolutionary Game,250,2412.16079v1,cs.LG,"cs.LG,cs.CV,cs.GT,cs.NE",computer vision,2024-12-20,2024-12-23T21:06:24.851878
SegCol Challenge: Semantic Segmentation for Tools and Fold Edges in Colonoscopy data,249,2412.16078v1,cs.CV,cs.CV,computer vision,2024-12-20,2024-12-23T21:06:24.852876
Comparing effective-one-body and Mathisson-Papapetrou-Dixon results for a spinning test particle on circular equatorial orbits around a Kerr black hole,209,2412.16077v1,gr-qc,gr-qc,computer vision,2024-12-20,2024-12-23T21:06:24.852876
Electroweak corrections in the SMEFT: four-fermion operators at high energies,327,2412.16076v1,hep-ph,hep-ph,computer vision,2024-12-20,2024-12-23T21:06:24.853873
Formal Mathematical Reasoning: A New Frontier in AI,249,2412.16075v1,cs.AI,"cs.AI,cs.LG,cs.LO",computer vision,2024-12-20,2024-12-23T21:06:24.854870
Motif Caller: Sequence Reconstruction for Motif-Based DNA Storage,295,2412.16074v1,cs.OH,"cs.OH,q-bio.GN",computer vision,2024-12-20,2024-12-23T21:06:24.855867
Correct implied volatility shapes and reliable pricing in the rough Heston model,339,2412.16067v1,q-fin.MF,"q-fin.MF,q-fin.CP,60-08, 60E10, 60G10, 60G22, 65C20, 65D30, 65G20, 91G20, 91G60",computer vision,2024-12-20,2024-12-23T21:06:24.856865
A Bayesian prevalence-incidence mixture model for screening outcomes with misclassification,308,2412.16065v1,stat.ME,"stat.ME,stat.CO,62N02",computer vision,2024-12-20,2024-12-23T21:06:24.857862
On the Impact of 3D Visualization of Repository Metrics in Software Engineering Education,243,2412.16061v1,cs.CY,"cs.CY,cs.SE",computer vision,2024-12-20,2024-12-23T21:06:24.857862
Adaptable TeaStore,213,2412.16060v1,cs.DC,cs.DC,computer vision,2024-12-20,2024-12-23T21:06:24.858859
